TOKEN	NE-COARSE-LIT	NE-COARSE-METO
Metz	I-pers	O
.	O	O
Noch	O	O
in	O	O
der	O	O
Nacht	O	O
zuvor	O	O
hatte	O	O
derselbe	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1020,4041,884,50/full/0/default.jpg
zu	O	O
Bartringen	B-loc	O
und	O	O
in	O	O
der	O	O
Umgegend	O	O
für	O	O
die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1019,4084,885,58/full/0/default.jpg
Partei	O	O
der	O	O
Regierung	O	O
geworben	O	O
;	O	O
jetzt	O	O
arbeiteten	O	O
alle	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1019,4135,883,60/full/0/default.jpg
Agenten	O	O
dieser	O	O
Seite	O	O
für	O	O
Eh	B-pers	O
.	I-pers	O
Metz	I-pers	O
.	O	O
So	O	O
unterlag	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1019,4185,885,61/full/0/default.jpg
allerdings	O	O
die	O	O
Wahlliste	O	O
des	O	O
katholischen	O	O
Comités	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1016,4235,888,58/full/0/default.jpg
Dennoch	O	O
aber	O	O
sind	O	O
selbst	O	O
die	O	O
Gegner	O	O
darüber	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1015,4288,889,58/full/0/default.jpg
einverstanden	O	O
,	O	O
daß	O	O
die	O	O
Stärke	O	O
dieser	O	O
Partei	O	O
riesig	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1018,4339,884,58/full/0/default.jpg
angewachsen	O	O
ist	O	O
.	O	O
Sie	O	O
hat	O	O
in	O	O
den	O	O
Wahlen	O	O
des	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1018,4392,884,48/full/0/default.jpg
Cantons	B-loc	O
Luremburg	I-loc	O
früher	O	O
nie	O	O
eine	O	O
Rolle	O	O
gespielt	O	O
.	O	O
Sie	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1064,2918,843,58/full/0/default.jpg
Trotzdem	O	O
war	O	O
der	O	O
Steg	O	O
lange	O	O
schwankend	O	O
.	O	O
Herr	B-pers	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,2969,885,58/full/0/default.jpg
Pescatore	B-pers	O
erhielt	O	O
seitens	O	O
des	O	O
kath	O	O
.	O	O
Wahlcomites	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1021,3020,887,53/full/0/default.jpg
über	O	O
500	O	O
Stimmen	O	O
,	O	O
unb	O	O
ging	O	O
mit	O	O
absoluter	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1021,3070,887,60/full/0/default.jpg
Stimmenmehrheit	O	O
(	O	O
939	O	O
St	O	O
.	O	O
)	O	O
aus	O	O
dem	O	O
Wahlkampfe	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1021,3129,886,43/full/0/default.jpg
hervor	O	O
.	O	O
Außerdem	O	O
erhielten	O	O
eine	O	O
absolute	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1021,3172,885,58/full/0/default.jpg
Stimmenmehrheit	O	O
:	O	O
Fischer	B-pers	O
(	O	O
805	O	O
St	B-loc	O
.	I-loc	O
)	O	O
,	O	O
Ch	B-pers	O
.	I-pers	O
Metz	I-pers	O
(	O	O
767	O	O
St	B-loc	O
.	I-loc	O
)	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1021,3224,885,49/full/0/default.jpg
nnb	I-pers	O
Stifft	I-pers	O
(	O	O
676	O	O
)	O	O
.	O	O
Da	O	O
nun	O	O
noch	O	O
5	O	O
Deputirte	O	O
zu	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,3271,885,60/full/0/default.jpg
wählen	O	O
waren	O	O
,	O	O
so	O	O
kamen	O	O
die	O	O
10	O	O
Candidaten	O	O
,	O	O
die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,3330,886,44/full/0/default.jpg
am	O	O
meisten	O	O
Stimmen	O	O
erhalten	O	O
hatten	O	O
,	O	O
in	O	O
die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1021,3376,886,57/full/0/default.jpg
Vallotage	O	O
.	O	O
Diese	O	O
waren	O	O
:	O	O
Scklinck	B-pers	O
(	O	O
629	O	O
)	O	O
,	O	O
Lampach	B-pers	O
(	O	O
626	O	O
)	O	O
,	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1020,3424,887,61/full/0/default.jpg
Heldenstein	B-loc	O
(	O	O
620	O	O
)	O	O
,	O	O
Dasstlborn	B-loc	O
(	O	O
586	B-loc	O
)	O	O
,	O	O
Herlert	B-pers	O
(	O	O
581	B-loc	O
)	O	O
,	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1020,3474,887,56/full/0/default.jpg
Jonas	I-pers	O
(	O	O
531	O	O
)	O	O
,	O	O
Fendius	B-pers	O
(	O	O
530	B-loc	O
)	O	O
,	O	O
Würth	B-pers	O
PH	I-pers	O
.	I-pers	O
(	O	O
494	O	O
)	O	O
,	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1020,3526,493,53/full/0/default.jpg
Adam	B-pers	O
(	O	O
436	O	O
)	O	O
,	O	O
©	B-pers	O
engler	I-pers	O
(	O	O
436	O	O
)	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,790,890,53/full/0/default.jpg
die	O	O
ihren	O	O
Mitbürgern	O	O
viele	O	O
Jahre	O	O
lang	O	O
die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,842,890,61/full/0/default.jpg
uneigennützigsten	O	O
Dienste	O	O
geleistet	O	O
haben	O	O
,	O	O
von	O	O
den	O	O
Wahlen	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,892,890,58/full/0/default.jpg
auszuschließen	O	O
,	O	O
u	O	O
.	O	O
eine	O	O
Reihe	O	O
von	O	O
ganz	O	O
unbedeutenden	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,950,890,43/full/0/default.jpg
u	O	O
.	O	O
unbekannten	O	O
Männern	O	O
mit	O	O
in	O	O
die	O	O
Wahl	O	O
zu	O	O
bringen	O	O
;	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1026,993,887,62/full/0/default.jpg
schwerlich	O	O
aber	O	O
bat	O	O
sie	O	O
sich	O	O
dadurch	O	O
den	O	O
Dankder	O	O
gegen	O	O
die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,1044,890,60/full/0/default.jpg
Ehre	O	O
der	O	O
Stadt	O	O
nicht	O	O
gleichgültigen	O	O
Bürgerschaft	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1026,1096,889,53/full/0/default.jpg
erworben	O	O
.	O	O
Dennoch	O	O
aber	O	O
würde	O	O
im	O	O
Canton	B-loc	O
Suremburg	I-loc	O
das	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,1145,887,61/full/0/default.jpg
katholische	O	O
Wahl	O	O
-	O	O
Eomite	O	O
am	O	O
28	O	O
.	O	O
Sept	O	O
.	O	O
den	O	O
Sieg	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1025,1201,890,49/full/0/default.jpg
davon	O	O
getragen	O	O
haben	O	O
,	O	O
wenn	O	O
nicht	O	O
mehre	O	O
Hundert	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,1248,888,53/full/0/default.jpg
Stimmen	O	O
den	O	O
katholischen	O	O
Wählern	O	O
in	O	O
der	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,1300,889,58/full/0/default.jpg
gewaltsamsten	O	O
Weise	O	O
abgedrungen	O	O
worden	O	O
wären	O	O
.	O	O
Auf	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1026,1353,889,49/full/0/default.jpg
der	O	O
Seite	O	O
der	O	O
Gegner	O	O
waren	O	O
eine	O	O
Menge	O	O
von	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,1402,887,58/full/0/default.jpg
Bannhütern	O	O
,	O	O
Sekretären	O	O
,	O	O
Bürgermeistern	O	O
unb	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1026,1456,887,49/full/0/default.jpg
andern	O	O
dienstbaren	O	O
Leuten	O	O
thätig	O	O
.	O	O
Man	O	O
zwang	O	O
die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1026,1502,886,58/full/0/default.jpg
Leute	O	O
,	O	O
ihre	O	O
Zettel	O	O
zu	O	O
zeigen	O	O
,	O	O
entriß	O	O
ihnen	O	O
dieselben	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1025,1555,889,51/full/0/default.jpg
mit	O	O
Gewalt	O	O
,	O	O
drängte	O	O
ihnen	O	O
andre	O	O
auf	O	O
,	O	O
oder	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,1606,886,57/full/0/default.jpg
unterschob	O	O
ihnen	O	O
falsche	O	O
Zettel	O	O
,	O	O
worauf	O	O
nur	O	O
der	O	O
erste	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,1655,887,53/full/0/default.jpg
Name	O	O
der	O	O
anbern	O	O
Wahlliste	O	O
stand	O	O
.	O	O
In	O	O
dieser	O	O
Weise	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,1707,887,61/full/0/default.jpg
sah	O	O
man	O	O
sogar	O	O
einen	O	O
Greffier	O	O
und	O	O
andere	O	O
Beamte	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,1758,887,58/full/0/default.jpg
äußerst	O	O
thätig	O	O
.	O	O
Diesem	O	O
Schwärme	O	O
beamteter	O	O
Helfer	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1027,1809,886,60/full/0/default.jpg
gegenüber	O	O
hatte	O	O
das	O	O
katholische	B-org	O
Wcchl	I-org	O
-	I-org	O
Comite	I-org	O
zu	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1025,1860,888,56/full/0/default.jpg
seiner	O	O
Hülfe	O	O
nur	O	O
den	O	O
Kern	O	O
der	O	O
Mittlern	O	O
Bürgerschaft	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,1912,890,48/full/0/default.jpg
der	O	O
Stadt	O	O
.	O	O
Die	O	O
Bürgerschaft	O	O
hat	O	O
sich	O	O
aber	O	O
mit	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1024,1959,885,51/full/0/default.jpg
einem	O	O
Eifer	O	O
,	O	O
mit	O	O
einer	O	O
Anstrengung	O	O
und	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1026,2011,884,58/full/0/default.jpg
Hingebung	O	O
der	O	O
Sache	O	O
angenommen	O	O
,	O	O
die	O	O
nicht	O	O
genug	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1026,2059,885,51/full/0/default.jpg
anerkannt	O	O
und	O	O
gelobt	O	O
werben	O	O
kann	O	O
.	O	O
Es	O	O
ist	O	O
eine	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1026,2109,885,58/full/0/default.jpg
herrliche	O	O
kernhafte	O	O
Gesinnung	O	O
in	O	O
unserer	O	O
Bürgerschaft	O	O
,	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1025,2162,886,48/full/0/default.jpg
die	O	O
zu	O	O
den	O	O
schönsten	O	O
Hoffnungen	O	O
für	O	O
die	O	O
Zukunft	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1024,2207,887,60/full/0/default.jpg
berechtigt	O	O
.	O	O
Durch	O	O
den	O	O
Eifer	O	O
der	O	O
Bürger	O	O
würben	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,2258,890,53/full/0/default.jpg
die	O	O
beiden	O	O
Wahlbüreaur	O	O
im	O	O
Stadthause	O	O
und	O	O
die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1025,2309,886,51/full/0/default.jpg
beiden	O	O
im	O	O
Athenäum	O	O
überwacht	O	O
,	O	O
und	O	O
die	O	O
Wähler	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,2367,888,44/full/0/default.jpg
vom	O	O
Lande	O	O
geschützt	O	O
.	O	O
An	O	O
allen	O	O
vier	O	O
Büreaur	O	O
war	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,2409,888,58/full/0/default.jpg
daher	O	O
auch	O	O
der	O	O
Ausfall	O	O
der	O	O
Wahlen	O	O
ein	O	O
sehr	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,2460,888,60/full/0/default.jpg
befriedigender	O	O
.	O	O
Aber	O	O
zu	O	O
den	O	O
beiden	O	O
Büreaur	O	O
im	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1025,2511,883,50/full/0/default.jpg
Tribunal	O	O
würbe	O	O
den	O	O
katholischen	O	O
Bürgern	O	O
jeder	O	O
Zugang	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1025,2559,884,53/full/0/default.jpg
mit	O	O
Gewalt	O	O
abgeschnitten	O	O
,	O	O
während	O	O
Leute	O	O
,	O	O
die	O	O
nicht	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1025,2612,881,51/full/0/default.jpg
einmal	O	O
Wähler	O	O
waren	O	O
,	O	O
frei	O	O
aus	O	O
-	O	O
und	O	O
eingingen	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,2663,884,53/full/0/default.jpg
Dort	O	O
waren	O	O
die	O	O
Wähler	O	O
ohne	O	O
allen	O	O
Schutz	O	O
seitens	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,2715,885,51/full/0/default.jpg
der	O	O
Gleichgesinnten	O	O
,	O	O
und	O	O
so	O	O
gingen	O	O
allein	O	O
hier	O	O
mehr	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,2766,887,51/full/0/default.jpg
als	O	O
150	O	O
Stimmen	O	O
verloren	O	O
.	O	O
Diese	O	O
beiden	O	O
Bürcaur	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,2815,886,60/full/0/default.jpg
entschieden	O	O
das	O	O
Uebcrgcwicht	O	O
der	O	O
anbern	O	O
Wahl	O	O
-	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1022,2866,75,58/full/0/default.jpg
Liste	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1971,791,884,58/full/0/default.jpg
Ijat	O	O
ftcb	O	O
nur	O	O
burd	O	O
)	O	O
ibre	O	O
innere	O	O
jfraft	O	O
qu	O	O
fotcber	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1972,841,883,53/full/0/default.jpg
©	O	O
târfe	O	O
erhoben	O	O
,	O	O
unb	O	O
aile	O	O
confer	O	O
»	O	O
ati	O	O
»	O	O
en	O	O
unb	O	O
gejtn	O	O
*	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1972,892,883,60/full/0/default.jpg
nungëtûdjtigen	O	O
Stcmente	O	O
in	O	O
ftd	O	O
)	O	O
vereinigt	O	O
.	O	O
Sic	O	O
tft	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1972,950,883,50/full/0/default.jpg
jum	O	O
crftcn	O	O
Wlak	O	O
förmlich	O	O
auf	O	O
bem	O	O
j	O	O
?	O	O
ampfpla	O	O
&	O	O
ber	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1971,993,884,53/full/0/default.jpg
2ßablen	O	O
erfcÇienen	O	O
,	O	O
unb	O	O
eô	O	O
Çat	O	O
ber	O	O
«	O	O
Bereinigung	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1971,1044,884,51/full/0/default.jpg
aller	O	O
übrigen	O	O
s	O	O
)	O	O
3artb.eten	O	O
unb	O	O
ber	O	O
Slufwenbung	O	O
aller	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1968,1096,887,50/full/0/default.jpg
unb	O	O
jegïirfjer	O	O
ÜRittcl	O	O
,	O	O
weldje	O	O
biefen	O	O
»	O	O
tel	O	O
*	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1968,1145,886,57/full/0/default.jpg
leicht	O	O
nic	O	O
&	O	O
t	O	O
lange	O	O
mebr	O	O
ju	O	O
©	O	O
ebote	O	O
fielen	O	O
werben	O	O
,	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1968,1196,887,60/full/0/default.jpg
beburft	O	O
,	O	O
um	O	O
ifincn	O	O
Sieg	O	O
ju	O	O
»	O	O
erettsln	O	O
.	O	O
2öir	O	O
ftnb	O	O
»	O	O
oll	O	O
*	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1967,1247,888,51/full/0/default.jpg
fommen	O	O
aufrieben	O	O
mit	O	O
biefer	O	O
GnitwicHuncj	O	O
unferer	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1966,1296,887,60/full/0/default.jpg
Suftänbe	O	O
,	O	O
unb	O	O
geljen	O	O
ber	O	O
Bufunft	O	O
mit	O	O
3u	O	O
»	O	O
erftd	O	O
?	O	O
t	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fk7j2df%2fpages%2f1/1966,1352,147,56/full/0/default.jpg
entgegen	O	O
.	O	O

# language = de
# newspaper = luxwort
# date = 1848-12-15
# document_id = luxwort-1848-12-15-a-i0001
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/142,2615,848,51/full/0/default.jpg
Die	O	O
Wahlcollegien	O	O
der	O	O
Cantons	B-loc	O
Diekirch	I-loc	O
und	O	O
Sa	B-loc	O
«	I-loc	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/101,2668,889,58/full/0/default.jpg
pellen	O	O
werden	O	O
auf	O	O
Donnerstag	O	O
,	O	O
den	O	O
21	O	O
.	O	O
Dezember	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/100,2721,890,48/full/0/default.jpg
d	O	O
.	O	O
1	O	O
.	O	O
,	O	O
zehn	O	O
Uhr	O	O
Vormittags	O	O
,	O	O
zusammenberufen	O	O
,	O	O
um	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/101,2768,888,58/full/0/default.jpg
jedes	O	O
einen	O	O
Abgeordneten	O	O
zu	O	O
respectiver	O	O
Ersetzung	O	O
der	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/101,2819,673,57/full/0/default.jpg
Herrn	B-pers	O
Ulrich	I-pers	O
und	O	O
N	B-pers	O
.	I-pers	O
Metz	I-pers	O
zu	O	O
wählen	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/289,2866,657,51/full/0/default.jpg
Der	O	O
General	B-pers	O
-	I-pers	O
Administrator	I-pers	O
des	I-pers	O
Innern	I-pers	O
,	I-pers	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/661,2917,131,58/full/0/default.jpg
Ulrich	I-pers	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/142,1265,848,51/full/0/default.jpg
Die	O	O
neve	O	O
,	O	O
durch	O	O
Beschlüsse	O	O
bei	O	O
»	O	O
Königs	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/102,1320,889,55/full/0/default.jpg
GroßherzogS	O	O
vom	O	O
2	O	O
.	O	O
d	O	O
.	O	O
M	O	O
.	O	O
angeordnete	O	O
Regierung	O	O
,	O	O
welche	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/102,1371,889,47/full/0/default.jpg
Unterm	O	O
heutigen	O	O
Tage	O	O
in	O	O
Thätigkeit	O	O
getreten	O	O
ist	O	O
,	O	O
hat	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/102,1416,889,60/full/0/default.jpg
sofort	O	O
über	O	O
cine	O	O
vorläufig	O	O
anzunehmende	O	O
Und	O	O
der	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/101,1467,890,58/full/0/default.jpg
Könlgllch	O	O
'	O	O
Großhelzoglichen	O	O
Genehmigung	O	O
vorbehaltene	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/101,1515,891,60/full/0/default.jpg
Vertheilung	O	O
der	O	O
öffentlichen	O	O
Dienstzweige	O	O
unter	O	O
ihre	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/101,1567,606,50/full/0/default.jpg
vier	O	O
Mitglieder	O	O
Folgende	O	O
beschlossen	O	O
:	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/146,1619,842,48/full/0/default.jpg
1	O	O
.	O	O
Die	O	O
General	O	O
'	O	O
Admmistration	O	O
der	O	O
auswärtigen	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/101,1665,890,61/full/0/default.jpg
Angelegenheiten	O	O
,	O	O
der	O	O
Justiz	O	O
und	O	O
der	O	O
Culte	O	O
ist	O	O
Herrn	B-pers	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/102,1718,382,53/full/0/default.jpg
Willmai	B-loc	O
übertragen	O	O
;	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/142,1770,516,51/full/0/default.jpg
die	O	O
des	O	O
Inneren	O	O
Hrn	B-pers	O
.	I-pers	O
Ulrich	I-pers	O
;	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2ffm9jmr%2fpages%2f1/142,1822,848,51/full/0/default.jpg
die	O	O
der	O	O
Gemeinde	O	O
-	O	O
Angelegenheiten	O	O
Hrn	B-pers	O
.	I-pers	O
Ulveling	I-pers	O
