TOKEN	NE-COARSE-LIT	NE-COARSE-METO
l	O	O
'	O	O
Eglise	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1205,3212,1008,60/full/0/default.jpg
et	O	O
la	O	O
société	O	O
.	O	O
C	O	O
'	O	O
est	O	O
la	O	O
ligne	O	O
de	O	O
conduite	O	O
et	O	O
la	O	O
politique	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1205,3258,1008,58/full/0/default.jpg
l	O	O
'	O	O
Eglise	O	O
avec	O	O
les	O	O
Etats	O	O
qui	O	O
doivent	O	O
être	O	O
déterminées	O	O
par	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1205,3300,1007,60/full/0/default.jpg
l	O	O
'	O	O
assemblée	O	O
des	O	O
évêques	O	O
.	O	O
Au	O	O
milieu	O	O
du	O	O
grand	O	O
mouvement	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1205,3345,1008,60/full/0/default.jpg
de	O	O
rénovation	O	O
'	O	O
du	O	O
monde	O	O
et	O	O
des	O	O
influences	O	O
créées	O	O
par	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1205,3388,1008,60/full/0/default.jpg
prédominance	O	O
des	O	O
intérêts	O	O
matériels	O	O
,	O	O
par	O	O
l	O	O
'	O	O
extension	O	O
de	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1205,3432,1008,60/full/0/default.jpg
science	O	O
et	O	O
de	O	O
l	O	O
'	O	O
instruction	O	O
,	O	O
par	O	O
l	O	O
'	O	O
affranchissement	O	O
des	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1205,3478,1008,58/full/0/default.jpg
esprits	O	O
,	O	O
le	O	O
Pape	O	O
aurait	O	O
compris	O	O
que	O	O
la	O	O
religion	O	O
perdait	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1205,3520,1008,60/full/0/default.jpg
insensiblement	O	O
son	O	O
autorité	O	O
,	O	O
si	O	O
elle	O	O
ne	O	O
s	O	O
'	O	O
at	O	O
6	O	O
ociait	O	O
au	O	O
progrès	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1205,3565,1007,60/full/0/default.jpg
pour	O	O
le	O	O
régler	O	O
,	O	O
si	O	O
elle	O	O
ne	O	O
se	O	O
prêtait	O	O
elle	O	O
-	O	O
même	O	O
à	O	O
une	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1205,3608,1005,60/full/0/default.jpg
conciliation	O	O
.	O	O
Faire	O	O
sortir	O	O
le	O	O
catholicisme	O	O
de	O	O
son	O	O
isolement	O	O
,	O	O
tel	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1202,3652,632,60/full/0/default.jpg
serait	O	O
le	O	O
but	O	O
du	O	O
concil	O	O
œcuménique	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1248,3705,964,60/full/0/default.jpg
—	O	O
La	O	O
commission	O	O
mixte	O	O
chargée	O	O
d	O	O
'	O	O
étudier	O	O
la	O	O
question	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1202,3748,1014,60/full/0/default.jpg
des	O	O
forteresses	O	O
de	O	O
l	O	O
'	O	O
Est	O	O
vient	O	O
de	O	O
se	O	O
séparer	O	O
,	O	O
d	O	O
'	O	O
après	O	O
ce	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1202,3792,1013,60/full/0/default.jpg
qu	O	O
'	O	O
annonce	O	O
une	O	O
note	O	O
insérée	O	O
au	O	O
Moniteur	O	O
,	O	O
qui	O	O
néglige	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1202,3838,588,58/full/0/default.jpg
d	O	O
'	O	O
indiquer	O	O
le	O	O
résultat	O	O
de	O	O
ses	O	O
travaux	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1248,3882,964,58/full/0/default.jpg
Le	O	O
Bulletin	O	O
international	O	O
croit	O	O
être	O	O
en	O	O
mesure	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1205,3925,1005,60/full/0/default.jpg
suppléer	O	O
en	O	O
partie	O	O
à	O	O
ce	O	O
silence	O	O
:	O	O
«	O	O
La	O	O
Bavière	O	O
,	O	O
dit	O	O
-	O	O
il	O	O
,	O	O
a	O	O
résolu	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1202,3970,1008,60/full/0/default.jpg
et	O	O
accepté	O	O
la	O	O
démolition	O	O
des	O	O
fortifications	O	O
de	O	O
Landau	O	O
;	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1200,4012,1012,60/full/0/default.jpg
France	B-loc	O
,	O	O
de	O	O
son	O	O
côté	O	O
,	O	O
démantellerait	O	O
quelques	O	O
places	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1202,4058,1011,60/full/0/default.jpg
frontières	O	O
.	O	O
Les	O	O
deux	O	O
puissances	O	O
réunies	O	O
seraient	O	O
ensuite	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1200,4102,1010,58/full/0/default.jpg
fondées	O	O
à	O	O
mettre	O	O
la	O	O
Prusse	B-loc	O
en	O	O
demeure	O	O
de	O	O
renverser	O	O
à	O	O
son	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1202,4145,1008,60/full/0/default.jpg
tour	O	O
quelques	O	O
-	O	O
unes	O	O
de	O	O
ses	O	O
forteresses	O	O
les	O	O
plus	O	O
menaçantes	O	O
;	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1200,4190,1010,60/full/0/default.jpg
nous	O	O
n	O	O
'	O	O
en	O	O
connaissons	O	O
pas	O	O
de	O	O
plus	O	O
formidable	O	O
que	O	O
celle	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1200,4232,1008,60/full/0/default.jpg
Mayence	B-loc	O
.	O	O
Est	O	O
ce	O	O
sur	O	O
elle	O	O
que	O	O
portera	O	O
la	O	O
mise	O	O
en	O	O
demeure	O	O
?	O	O
»	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1245,4280,629,60/full/0/default.jpg
—	O	O
On	O	O
lit	O	O
dans	O	O
le	O	O
Journal	B-prod	O
de	I-prod	O
Paris	I-prod	O
:	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1248,4322,962,60/full/0/default.jpg
«	O	O
Hier	O	O
a	O	O
eu	O	O
lieu	O	O
le	O	O
dîner	O	O
que	O	O
M	B-pers	O
.	I-pers	O
Yillemessant	I-pers	O
donnait	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1200,4368,1010,60/full/0/default.jpg
aux	O	O
rédacteurs	O	O
du	O	O
Figaro	O	O
,	O	O
pour	O	O
célébrer	O	O
le	O	O
succès	O	O
jusqu	O	O
'	O	O
ici	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1198,4412,1010,58/full/0/default.jpg
sans	O	O
précédent	O	O
du	O	O
Diable	B-pers	O
à	I-pers	O
Quatre	I-pers	O
.	O	O
Il	O	O
y	O	O
a	O	O
eu	O	O
entre	O	O
les	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1200,4455,1010,60/full/0/default.jpg
huîtres	O	O
et	O	O
le	O	O
potage	O	O
une	O	O
surprise	O	O
:	O	O
c	O	O
'	O	O
a	O	O
été	O	O
l	O	O
'	O	O
arrivée	O	O
de	O	O
M	B-pers	O
.	I-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/1200,4500,1008,60/full/0/default.jpg
Jules	I-pers	O
Richard	I-pers	O
,	O	O
actuellement	O	O
détenu	O	O
à	O	O
Sainte	O	O
-	O	O
Pélagie	O	O
pour	O	O
un	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2255,165,988,60/full/0/default.jpg
péché	O	O
de	O	O
presse	O	O
.	O	O
M	B-pers	O
.	I-pers	O
le	O	O
préfet	O	O
de	O	O
police	O	O
lui	O	O
avait	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,208,990,60/full/0/default.jpg
gracieusèment	O	O
octroyé	O	O
l	O	O
'	O	O
autorisation	O	O
de	O	O
se	O	O
réunir	O	O
,	O	O
pour	O	O
cette	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,250,988,60/full/0/default.jpg
soirée	O	O
.	O	O
à	O	O
ses	O	O
collaborateurs	O	O
et	O	O
amis	O	O
.	O	O
Quelque	O	O
étonnés	O	O
qu	O	O
'	O	O
aient	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2255,292,987,60/full/0/default.jpg
été	O	O
ceux	O	O
-	O	O
ci	O	O
de	O	O
voir	O	O
arriver	O	O
M	B-pers	O
.	I-pers	O
Jules	I-pers	O
Richard	I-pers	O
,	O	O
le	O	O
plus	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,338,995,58/full/0/default.jpg
né	O	O
était	O	O
eocoçe	O	O
M	B-pers	O
.	I-pers	O
Jules	I-pers	O
Richard	I-pers	O
lui	O	O
-	O	O
même	O	O
pour	O	O
qui	O	O
on	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,380,988,60/full/0/default.jpg
avait	O	O
demandé	O	O
,	O	O
sans	O	O
qu	O	O
'	O	O
il	O	O
le	O	O
sût	O	O
,	O	O
cette	O	O
petite	O	O
permission	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2255,422,183,60/full/0/default.jpg
de	O	O
minuit	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2298,472,945,58/full/0/default.jpg
Pour	O	O
sa	O	O
part	O	O
de	O	O
bénéfices	O	O
dans	O	O
le	O	O
premier	O	O
numéro	O	O
du	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,515,988,60/full/0/default.jpg
Diable	B-pers	O
à	I-pers	O
Quatre	I-pers	O
,	O	O
M	B-pers	O
.	I-pers	O
Edouard	I-pers	O
Lockroy	I-pers	O
a	O	O
reçu	O	O
1600	O	O
fr	O	O
.	O	O
Ce	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,558,993,60/full/0/default.jpg
chiffre	O	O
ne	O	O
représente	O	O
que	O	O
le	O	O
seizième	O	O
du	O	O
bénéfice	O	O
net	O	O
de	O	O
ce	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2255,600,990,60/full/0/default.jpg
premier	O	O
numéro	O	O
,	O	O
tous	O	O
frais	O	O
déduits	O	O
,	O	O
et	O	O
il	O	O
avait	O	O
été	O	O
fait	O	O
des	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,642,991,60/full/0/default.jpg
frais	O	O
considérables	O	O
d	O	O
'	O	O
affiches	O	O
et	O	O
d	O	O
'	O	O
annonces	O	O
.	O	O
Le	O	O
bénéfice	O	O
net	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,688,990,58/full/0/default.jpg
du	O	O
premier	O	O
numéro	O	O
du	O	O
Diable	B-pers	O
à	I-pers	O
Quatre	I-pers	O
,	O	O
malgré	O	O
tous	O	O
les	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,730,990,60/full/0/default.jpg
frais	O	O
exceptionnels	O	O
d	O	O
'	O	O
un	O	O
premier	O	O
numéro	O	O
,	O	O
a	O	O
donc	O	O
été	O	O
de	O	O
28	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,772,990,60/full/0/default.jpg
mille	O	O
fr	O	O
.	O	O
Sur	O	O
ce	O	O
pied	O	O
,	O	O
les	O	O
bérçéfiçes	O	O
.	O	O
apouels	O	O
de	O	O
l	O	O
^	O	O
pcialion	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,815,1008,60/full/0/default.jpg
formée	O	O
pour	O	O
la	O	O
rédaction	O	O
e	O	O
,	O	O
t	O	O
la	O	O
publication	O	O
du	O	O
Diable	O	O
à	O	O
Qua	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,858,988,60/full/0/default.jpg
tre	O	O
s	O	O
'	O	O
élèveront	O	O
à	O	O
un	O	O
million	O	O
trois	O	O
cent	O	O
raille	O	O
francs	O	O
par	O	O
an	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,902,986,58/full/0/default.jpg
Voilà	O	O
où	O	O
en	O	O
est	O	O
en	O	O
France	B-loc	O
la	O	O
manie	O	O
des	O	O
brochures	O	O
couleur	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,945,677,60/full/0/default.jpg
de	O	O
feu	O	O
,	O	O
sur	O	O
le	O	O
modèle	O	O
de	O	O
la	O	O
Lanterne	O	O
.	O	O
»	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2292,1052,946,58/full/0/default.jpg
Italie	B-loc	O
.	O	O
—	O	O
La	O	O
Gazetta	B-prod	O
militare	O	O
italiana	O	O
publie	O	O
le	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,1095,985,60/full/0/default.jpg
tableau	O	O
numérique	O	O
des	O	O
5416	O	O
arrestations	O	O
opérées	O	O
par	O	O
les	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,1138,983,60/full/0/default.jpg
douze	O	O
légions	O	O
de	O	O
carabiniers	O	O
royaux	O	O
dans	O	O
le	O	O
courant	O	O
du	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,1180,348,60/full/0/default.jpg
mois	O	O
d	O	O
'	O	O
août	O	O
dernier	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2295,1228,940,60/full/0/default.jpg
Les	O	O
arrestations	O	O
pour	O	O
meurtre	O	O
ont	O	O
été	O	O
de	O	O
301	O	O
;	O	O
pour	O	O
vols	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,1272,982,58/full/0/default.jpg
à	O	O
main	O	O
armée	O	O
,	O	O
192	O	O
;	O	O
pour	O	O
blessures	O	O
,	O	O
747	O	O
;	O	O
pour	O	O
vols	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,1315,985,60/full/0/default.jpg
1261	O	O
;	O	O
pour	O	O
incendies	O	O
criminels	O	O
,	O	O
38	O	O
;	O	O
pour	O	O
rébellion	O	O
oonlre	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,1358,982,60/full/0/default.jpg
la	O	O
force	O	O
publique	O	O
,	O	O
219	O	O
;	O	O
pour	O	O
évasion	O	O
,	O	O
12	O	O
;	O	O
pour	O	O
désertion	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,1400,984,60/full/0/default.jpg
63	O	O
;	O	O
pour	O	O
résistance	O	O
à	O	O
la	O	O
levée	O	O
,	O	O
54	O	O
;	O	O
pour	O	O
causes	O	O
diverses	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,1442,100,60/full/0/default.jpg
2529	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2298,1495,935,60/full/0/default.jpg
Le	O	O
plus	O	O
granl	O	O
nombre	O	O
d	O	O
'	O	O
arrestations	O	O
,	O	O
862	O	O
,	O	O
a	O	O
été	O	O
opéré	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,1538,984,60/full/0/default.jpg
parla	O	O
légion	O	O
de	O	O
Florence	B-loc	O
;	O	O
le	O	O
plus	O	O
petit	O	O
nombre	O	O
,	O	O
97	O	O
,	O	O
par	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,1580,298,60/full/0/default.jpg
celle	O	O
de	O	O
Cagliari	B-loc	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2295,1638,765,60/full/0/default.jpg
Prusse	B-loc	O
.	O	O
—	O	O
On	O	O
écrit	O	O
de	O	O
Berlin	B-loc	O
au	O	O
Nord	O	O
:	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2295,1682,943,60/full/0/default.jpg
«	O	O
Si	O	O
des	O	O
nouvelles	O	O
de	O	O
la	O	O
récolte	O	O
sont	O	O
toujours	O	O
d	O	O
'	O	O
un	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,1728,988,58/full/0/default.jpg
intérêt	O	O
général	O	O
,	O	O
elles	O	O
le	O	O
sont	O	O
bien	O	O
plus	O	O
que	O	O
de	O	O
coutume	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2248,1770,990,60/full/0/default.jpg
encore	O	O
lorsqu	O	O
'	O	O
elles	O	O
concernent	O	O
les	O	O
contrées	O	O
orientales	O	O
de	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2248,1815,992,60/full/0/default.jpg
Prusse	B-loc	O
,	O	O
qui	O	O
ont	O	O
été	O	O
si	O	O
durement	O	O
éprouvées	O	O
l	O	O
'	O	O
année	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2248,1858,989,60/full/0/default.jpg
passée	O	O
,	O	O
comme	O	O
,	O	O
par	O	O
exemple	O	O
,	O	O
le	O	O
district	O	O
de	O	O
Gumbinnen	B-loc	O
.	O	O
Les	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2248,1902,992,60/full/0/default.jpg
rapports	O	O
sur	O	O
la	O	O
situation	O	O
actuelle	O	O
dans	O	O
cette	O	O
région	O	O
,	O	O
dressés	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,1948,990,58/full/0/default.jpg
d	O	O
'	O	O
après	O	O
les	O	O
états	O	O
officiels	O	O
reçus	O	O
au	O	O
ministère	O	O
de	O	O
l	O	O
'	O	O
agricultu	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,1990,990,60/full/0/default.jpg
re	O	O
,	O	O
constatent	O	O
heureusement	O	O
-	O	O
une	O	O
amélioration	O	O
sérieuse	O	O
.	O	O
»	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2295,2035,948,60/full/0/default.jpg
Nous	O	O
sommes	O	O
heureux	O	O
de	O	O
voir	O	O
que	O	O
le	O	O
triste	O	O
sort	O	O
des	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,2078,992,60/full/0/default.jpg
affamés	O	O
de	O	O
Prusse	B-loc	O
,	O	O
pour	O	O
nous	O	O
servir	O	O
de	O	O
l	O	O
'	O	O
expression	O	O
du	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,2122,995,60/full/0/default.jpg
Nouvelliste	O	O
,	O	O
n	O	O
'	O	O
offre	O	O
plus	O	O
les	O	O
mêmes	O	O
craintes	O	O
que	O	O
l	O	O
'	O	O
année	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2248,2168,998,58/full/0/default.jpg
dernière	O	O
,	O	O
et	O	O
que	O	O
le	O	O
don	O	O
généreux	O	O
envoyé	O	O
de	O	O
Berlin	B-loc	O
pour	O	O
les	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,2210,994,60/full/0/default.jpg
inondés	O	O
de	O	O
la	O	O
Suisse	B-loc	O
ne	O	O
leur	O	O
sera	O	O
nullement	O	O
préjudiciable	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2295,2272,950,58/full/0/default.jpg
Autriche	B-loc	O
.	O	O
—	O	O
Le	O	O
tribunal	O	O
de	O	O
première	O	O
instance	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,2315,991,60/full/0/default.jpg
Prague	B-loc	O
,	O	O
siégeant	O	O
comme	O	O
tribunal	O	O
de	O	O
presse	O	O
,	O	O
a	O	O
défendu	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,2360,992,60/full/0/default.jpg
distribution	O	O
de	O	O
l	O	O
'	O	O
instruction	O	O
des	O	O
évêques	O	O
de	O	O
Bohême	B-loc	O
,	O	O
en	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2250,2402,996,60/full/0/default.jpg
date	O	O
du	O	O
3	O	O
juin	O	O
de	O	O
cette	O	O
année	O	O
et	O	O
publiée	O	O
dans	O	O
un	O	O
journal	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,2448,998,60/full/0/default.jpg
de	O	O
Prague	B-loc	O
,	O	O
cette	O	O
-	O	O
publication	O	O
constituant	O	O
le	O	O
crime	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,2492,993,58/full/0/default.jpg
perturbation	O	O
de	O	O
la	O	O
tranquillité	O	O
publique	O	O
.	O	O
On	O	O
se	O	O
rappelle	O	O
que	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,2535,993,60/full/0/default.jpg
cette	O	O
instruction	O	O
et	O	O
une	O	O
lettre	O	O
pastorale	O	O
,	O	O
qui	O	O
a	O	O
été	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2255,2580,990,60/full/0/default.jpg
également	O	O
poursuivie	O	O
,	O	O
contenaient	O	O
de	O	O
vives	O	O
protestations	O	O
contre	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2255,2622,988,60/full/0/default.jpg
les	O	O
récentes	O	O
lois	O	O
votées	O	O
en	O	O
Autriche	B-loc	O
,	O	O
sur	O	O
le	O	O
mariage	O	O
et	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2255,2668,263,60/full/0/default.jpg
l	O	O
'	O	O
enseignement	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2298,2715,945,60/full/0/default.jpg
—	O	O
La	O	O
Gazette	B-prod	O
de	I-prod	O
Vienne	I-prod	O
dément	O	O
le	O	O
bruit	O	O
répandu	O	O
par	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,2758,991,60/full/0/default.jpg
quelques	O	O
journaux	O	O
,	O	O
que	O	O
le	O	O
ministère	O	O
soit	O	O
revenu	O	O
à	O	O
l	O	O
'	O	O
idée	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,2802,598,60/full/0/default.jpg
diviser	O	O
l	O	O
'	O	O
a	O	O
Gallicie	O	O
en	O	O
deux	O	O
parties	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2300,2848,943,60/full/0/default.jpg
—	O	O
Le	O	O
comte	O	O
de	O	O
Taaffe	B-pers	O
a	O	O
présenté	O	O
au	O	O
Reichsrath	B-org	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2252,2892,988,58/full/0/default.jpg
plusieurs	O	O
projets	O	O
,	O	O
de	O	O
loi	O	O
concernant	O	O
l	O	O
'	O	O
armée	O	O
,	O	O
la	O	O
landwehr	O	O
,	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1868-10-24-a-p0002/2255,2935,987,60/full/0/default.jpg
landslurm	O	O
.	O	O
Aux	O	O
termes	O	O
de	O	O
ces	O	O
projets	O	O
,	O	O
le	O	O
gouvernement	O	O
